season_epi_code,pitched_business_identifier,pitched_business_desc,deal_status,deal_shark,deal,description,episode,category,entrepreneurs,location,website,asked_for,exchange_for_stake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,episode_season,multiple_entrepreneurs
411,Fat Ass Fudge,a homemade fudge company . a homemade fudge company,0,,False,Lactose-free fudge treats made from goat's milk.,11.0,Specialty Food,Donna McCue,"East Hampton, NY",http://www.fat-assfudge.com,250000.0,5.0,5000000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Fat Ass Fudge,4-11,False
411,Partie Poche,a fashion accessory for women that replaces a handbag by carrying her phone and essentials around her leg . a fashion accessory for women that replaces a handbag by carrying her phone and essentials around her leg,0,,False,A nightlife fashion accessory that replaces a handbag by allowing the wearer to carry her essentials around her leg instead.,11.0,Women's Accessories,Connor Pastoor and Jillian Jaccard,"Los Angeles, CA",,100000.0,20.0,500000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Partie Poche,4-11,True
411,The Coop,a children's party place . a childrenâ€™s party place,1,BC,True,A kid-friendly cappuccino bar that both parents and children can enjoy.,11.0,Baby and Children's Entertainment,Lucinda Lent and Juliet Boydstun,"Studio City, CA",http://www.thecoop-la.com,150000.0,15.0,1000000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Coop,4-11,True
411,The Living Christmas Company,a Christmas tree renting service . a Christmas tree renting service,1,MC,,,,,,,,,,,,,,,,,,,
410,Corks Away,a wine cruise business . a wine cruise business,0,,False,An atmospheric dinner and drinks cruise.,10.0,Entertainment,Shane Cianciolo and Nathan Buffett,"Long Beach, CA",,105000.0,20.0,525000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Corks Away,4-10,True
410,Nearly Newlywed,"a bridal dress boutique which buys, sells, and rents online . a bridal dress boutique which buys, sells, and rents online",0,,False,An online boutique where brides can buy and resell used wedding dresses.,10.0,Weddings,Jackie Courtney,"Brooklyn, NY",http://www.nearlynewlywed.com,35000.0,10.0,350000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Nearly Newlywed,4-10,False
410,Ruckpack,"a caffeine free energy drink developed by U.S. special forces . Looking for a legitimate energy drink? RuckPack is it. Created and tested by U.S. Special Operations Forces, RuckPack is an energy shot and nutritional supplement that redefines the energy drink. With 5g of Frutose, Vitamins B6 and B12 and Alpha GPC, RuckPack gives you an immediate short term boost of energy and peak performance nutrition. There is no caffeine or empty energy in these bottles, so you will avoid the shakes and jolts youâ€™d sometimes get with other energy solutions.",1,KOL+RH,True,Caffeine-free nutrition shot designed and tested by special ops forces.,10.0,Specialty Food,Rob Dyer,"San Diego, CA",http://www.ruckpack.com,75000.0,10.0,750000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Ruckpack,4-10,False
410,Tie Try,a neck tie mail-order rental service . a neck tie mail-order rental service,0,,False,A subscription service for neckwear.,10.0,Men's Accessories,David Powers and Scott Tindel,"New York, NY",https://freshneck.com/,100000.0,25.0,400000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Tie Try,4-10,True
409,Drive Suits,motorized vehicle suits . motorized vehicle suits,1,KOL,True,Costumes that instantaneously transform the wearer from a human into a motorized vehicle.,9.0,Costumes,Drew Beaumier,"Burbank, CA",http://www.drivesuits.com,150000.0,20.0,750000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Drive Suits,4-9,False
409,Ice Chips,"a healthy xylitol hard candy . Candy that is good for you? Nahhh. YES! Ice Chips are a healthy xylitol, delicious, handcrafted hard candy that adult and children alike can enjoy. Created by two very hip grannies, Ice Chips originated in a garage in Yelm, Washington. Ice Chips offers a variety of juicy flavors including Berry Mix Tart, Peppermint, Licorice, Cinnamon, Lemon, Coffee and Cream and more!",1,BC+MC,,,,,,,,,,,,,,,,,,,
409,PC Classes Online,a computer instruction service for baby boomers . a computer instruction service for baby boomers,0,,False,"General computer proficiency classes taught remotely online, instead of in a classroom or home setting.",9.0,Online Services,David A. Cox,"Provincetown, MA",http://pcclassesonline.com,150000.0,15.0,1000000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,PC Classes Online,4-9,False
409,ReVestor,a real estate search engine . a real estate search engine,0,,False,A search engine for real estate.,9.0,Online Services,Bill Lyons,"San Francisco, CA",http://www.revestor.com,250000.0,10.0,2500000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,ReVestor,4-9,False
408,Cool Wazoo,"a 5-in-1 baby mat cover . the Original 5-in-1 Convertible Baby Changing Pad, Swing Insert, Highchair Cover, Car Shade and Shopping Cart Cover.",1,LG,True,"Cool Wazoo is a cover that redirects heat back to its source while serving five different functions. It can be a swing cover, high chair cover, shopping cart cover, car shade and a changing pad.",8.0,Baby and Child Care,Ginelle Mills,"Walnut Creek, CA",http://www.thecoolwazoo.com,65000.0,25.0,260000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cool Wazoo,4-8,False
408,No Fly Cone,a fly trap that uses dog excrement as bait . a fly trap that uses dog excrement as bait,0,,False,"The No Fly Cone is designed to be placed over dog, horse and cattle feces to trap flies. It is non-toxic and doesn't require any added attractant.",8.0,Pest Control,Bruce Gaither,"Los Angeles, CA",http://noflycone.com,25000.0,15.0,166667.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Fly Cone,4-8,False
408,PlateTopper,airtight plate covers . airtight plate cover,1,LG,True,A plastic lid that can turn any plate into an airtight container for food storage.,8.0,Kitchen Tools,Michael Tseng,"San Francisco, CA",https://www.platetopper.com/,90000.0,5.0,1800000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,PlateTopper,4-8,False
407,SBU,an electric self-balancing unicycle . an electric self-balancing unicycle,1,KOL+RH,,,,,,,,,,,,,,,,,,,
407,Scrub Daddy,"an innovative dish scrubbing tool . The phenomenon that is the Scrub Daddy. The perfect household cleaning tool works on just about anything you can think of. Not only is it suitable for typical household chores like doing the dishes, cleaning appliances and shower enclosures, but itâ€™s also useful for personal use, the outdoors and even washing your car.",1,LG,True,"Possibly the most successful product in Shark Tank history, Scrub Daddy is a smiley sponge that packs real cleaning power. Dip in warm water to make Scrub Daddy soft and squishy, or run cold water over it to make it firm for those tasks that require a more muscle. Safe on non-stick cookware, china, wood, stainless steel, and counter tops, Scrub Daddy is your go-to sponge for cleaning. Its round shape makes it ergonomically friendly for those times you have to clean the inside of a bottle or container, while the Scrub Daddy smile is also a wonderful tool for easily cleaning spoons and spatulas.",7.0,Kitchen Tools,,"Folcroft, PA",http://scrubdaddy.com,100000.0,10.0,1000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Scrub Daddy,4-7,False
407,Shemie,modernized slips . modernized slips,0,,,,,,,,,,,,,,,,,,,,
407,The Bear & The Rat,dog-friendly frozen yogurt . dog-friendly frozen yogurt,0,,False,An ice cream treat that is safe for dogs.,7.0,Pet Products,Matt and Meg Meyer,"Denver, CO",http://cooltreatsfordogs.com,125000.0,20.0,625000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Bear & The Rat,4-7,True
406,Cousins Maine Lobster,a food truck serving lobster from Maine . mobile food truck,1,BC,True,"A lobster roll food truck run by two cousins originally from Maine, operating in Southern California.",6.0,Specialty Food,Jim Tselikis and Sabin Lomac,"Los Angeles, CA",http://www.cousinsmainelobster.com,55000.0,5.0,1100000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cousins Maine Lobster,4-6,True
406,Eco Nuts,natural soap nuts for laundry . natural soap nuts for laundry,0,,False,"Mother Nature does it again! Eco Nuts is all-natural laundry detergent that grows on trees. Related to the lychee, soapnuts (also called soapberries) naturally produce a mild surfactant that can be used for laundering clothes. Used for thousands of years by people in Asia, where these shrubs and small trees are common, you can now purchase your own soapnuts for your own laundry! From Eco Nuts, you can purchase these soapberries ready to use, de-seeded and sterilized with no added chemicals. To use them, just toss a few Eco Nuts into the wash with your clothes, and let them do their work. Eco Nuts are certified USDA organic and reusable.",6.0,Storage and Cleaning Products,Mona Weiss and Scott Shields,"Los Angeles, CA",http://econutssoap.com,175000.0,15.0,1166667.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Eco Nuts,4-6,True
406,Freaker USA,beer koozies . beer koozies,0,,False,"Stretchy, creative beverage cozies.",6.0,Novelties,Zach Crain,"Wilmington, NC",http://www.freakerusa.com,200000.0,10.0,2000000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Freaker USA,4-6,False
406,PRO-NRG,energy-infused flavored water . energy infused flavored water,1,DJ,True,Protein-infused flavored water.,6.0,Non-Alcoholic Beverages,Tania Patruno and Brandon Jacobs,"Woodbridge, NJ",http://www.pronrgusa.com,250000.0,15.0,1666667.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,PRO-NRG,4-6,True
405,Cozy Bug,a line of pillowcase dresses for girls . a line of pillowcase dresses,1,DJ,,,,,,,,,,,,,,,,,,,
405,Marz Sprays,vitamin oral sprays . vitamin oral sprays,1,LG,True,"If you don't like to swallow pills, you may feel like there aren't any wellness supplements out there for you. Marz Sprays came up with a solution. Their supplements are designed and packaged as oral sprays. Just a spritz in your mouth and you're good to go. Marz Sprays has five different sprays on offer: ReBoot, Restorative, C-Spray, Slim, and Juicy. C-Spray is their top-seller, a blend of Vitamin C, Vitamin B-12, Vitamin D, Echinacea and other ingredients chosen to boost the immune system. There are Marz Sprays to cover just about anything you might want out of a supplement. Sleep Spray helps you relax and have a restful slumber. ReBoot wakes you up with caffeine. Slim is formulated to help with weight loss. Meanwhile, Juicy is a more general multi-vitamin supplement that's designed to take in small, multiple doses throughout the day.",5.0,Homeopathic Remedies,Brandon and Keith Marz,"Los Angeles, CA",http://marzsprays.com,200000.0,10.0,2000000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Marz Sprays,4-5,True
405,Spatty,a miniature spatula designed to scrape small containers completely clean . a small spatula designed to scrape small containers completely clean,0,,,,,,,,,,,,,,,,,,,,
405,Wired Waffles,energy-boosting waffles . energy-boosting waffles. 12 pack.,0,,False,"An energy drink made in the form of a waffle, featuring as much caffeine as a 20-oz cup of coffee.",5.0,Specialty Food,Roger Sullivan,"Seattle, WA",http://www.wiredwaffles.com,75000.0,25.0,300000.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wired Waffles,4-5,False
404,Back 9 Dips,a chicken flavored dip . chicken flavored dip,1,LG+RH,True,Back 9 Dips are buffalo chicken dips created with all white meat chicken breasts along with wing and dipping sauces.,4.0,Specialty Food,David & Nique Mealy,"Tampa, FL",http://www.back9dips.com,150000.0,15.0,1000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Back 9 Dips,4-4,False
404,Bag Bowl,a sleeve that converts zip-lock bags into temporary bowls . a sleeve that converts zip-lock bags into temporary bowls,1,LG,True,An exoskeleton device that gives structure to any plastic zipper bag to create a handy and sturdy bowl.,4.0,Kitchen Tools,Brian and Kevin Fleming,"Kansas City, MO",http://www.buybagbowl.com,40000.0,33.0,121212.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bag Bowl,4-4,True
404,Lifter Hamper,a clothes hamper that raises as you empty it to ease bending over . a clothes hamper that raises as you empty it to ease bending over,0,,,,,,,,,,,,,,,,,,,,
404,Zomm,"a device that alerts you if you forget your keys or phone . Zomm is an award winning key chain device for convenience, safety and security. Utilizing bluetooth technology, Zomm connects to your mobile smart phone and makes for seamless emergency connectivity. It makes for a good leash as well as an alarm rings when youâ€™ve lost or left your phone behind.",0,,False,A product that attaches to your keychain and warns if you've walked away from your phone.,4.0,Mobile Apps,Henry Penix,"Tulsa, OK",http://www.zomm.com,2000000.0,10.0,20000000.0,4.0,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Zomm,4-4,False
403,FuzziBunz,"reusable baby diapers . According to kidsgrowth.com, in one year your newborn baby with go through over 2700 diapers. If you have twins like myself, thatâ€™s over 5,000 diapers (not an exaggeration) in one year alone. Whoa. With fuzzibunz youâ€™re choosing the opposite of this. Cloth diapers that are both comfortable and economical.",0,,False,"A new kind of reusable diaper, made in a pocket style that holds a microfiber pad inside.",3.0,Baby and Child Care,Tereson Dupuy,"Lafayette, LA",http://fuzzibunz.com/,500000.0,15.0,3333333.0,4.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FuzziBunz,4-3,False
